Date,Close/Last,Volume,Open,High,Low
01/31/2024,416.97,64010650,420.85,422.8699,416.79
01/30/2024,425.30,36738960,427.10,427.68,424.38
01/29/2024,428.15,38694720,424.27,428.35,423.61
01/26/2024,423.81,37137030,424.44,426.21,423.15
01/25/2024,426.35,44367210,428.36,429.04,423.98
01/24/2024,425.83,46948020,427.44,429.85,425.33
01/23/2024,423.48,33003810,422.43,423.70,420.57
01/22/2024,421.73,44880640,423.41,424.7275,421.12
01/19/2024,421.18,70325120,415.22,421.34,414.625
01/18/2024,412.99,59562510,410.52,413.575,409.1601
01/17/2024,407.21,54385970,406.17,407.585,402.92
01/16/2024,409.52,43903030,408.31,411.12,406.83
01/12/2024,409.56,39594950,410.40,411.25,408.15
01/11/2024,409.35,54536200,409.79,411.2004,404.242
01/10/2024,408.50,33962770,406.07,409.515,405.17
01/09/2024,405.75,39132860,401.91,406.69,401.71
01/08/2024,404.95,42473800,397.99,405.24,397.8399
01/05/2024,396.75,44922810,396.45,399.56,395.34
01/04/2024,396.28,39432800,396.44,399.59,396.06
01/03/2024,398.33,47002800,399.93,401.00,397.89
01/02/2024,402.59,58026950,405.84,406.09,400.24
12/29/2023,409.52,42662120,411.28,411.64,407.58
12/28/2023,411.30,27029150,412.67,412.92,410.94
12/27/2023,411.50,31980480,410.95,411.7875,410.08
12/26/2023,410.88,22722550,409.25,411.56,409.15
12/22/2023,408.38,34314000,409.00,409.97,406.4787
12/21/2023,407.77,45568910,407.06,408.14,404.47
12/20/2023,403.08,54042440,408.35,410.4699,402.90
12/19/2023,409.16,35711860,407.54,409.28,407.345
12/18/2023,407.08,46609990,404.93,407.99,404.60
12/15/2023,405.34,62896650,404.18,406.5399,403.57
12/14/2023,403.39,55447810,404.98,406.30,400.34
12/13/2023,403.74,55408130,399.62,404.36,398.8399
12/12/2023,398.67,39221150,395.56,398.79,394.41
12/11/2023,395.52,41198020,391.74,395.79,391.53
12/08/2023,392.17,46687530,388.67,392.62,388.4801
12/07/2023,390.43,49593550,388.07,391.27,386.96
12/06/2023,385.05,41994070,390.27,390.37,384.70
12/05/2023,387.29,42932960,384.39,388.50,384.21
12/04/2023,386.32,51186940,386.09,386.595,382.66
12/01/2023,389.94,40490070,387.75,390.54,386.0726
11/30/2023,388.83,52834380,390.08,390.55,385.82
11/29/2023,389.81,38811750,392.69,394.14,389.46
11/28/2023,390.19,35491120,388.41,390.78,388.05
11/27/2023,389.17,34139660,389.01,391.1499,388.28
11/24/2023,389.51,15718830,389.65,390.25,388.50
11/22/2023,390.06,44178570,390.57,393.07,389.04
11/21/2023,388.47,43336990,389.01,389.23,386.70
11/20/2023,390.74,44536670,386.05,391.41,386.05
11/17/2023,386.04,46622750,385.21,387.07,384.29
11/16/2023,385.95,45343540,384.84,386.19,383.56
11/15/2023,385.62,54141390,387.25,387.75,384.235
11/14/2023,385.33,67792630,383.71,386.26,383.18
11/13/2023,377.21,40733510,376.79,378.28,375.24
11/10/2023,378.39,58368440,371.82,378.54,371.28
11/09/2023,370.07,53859420,373.64,374.80,369.57
11/08/2023,372.94,35663370,373.08,373.79,370.62
11/07/2023,372.70,50777400,370.27,373.58,369.045
11/06/2023,369.21,38848740,368.49,369.78,366.91
11/03/2023,367.71,53280460,364.75,369.02,364.52
11/02/2023,363.44,58162440,361.54,363.68,360.30
11/01/2023,356.96,58992670,351.72,357.5298,351.62
10/31/2023,350.87,47671910,349.23,351.25,346.62
10/30/2023,349.20,55298540,347.83,350.54,346.45
10/27/2023,345.31,63476710,346.43,348.84,344.08
10/26/2023,343.66,78621430,349.12,350.07,342.35
10/25/2023,350.34,71190540,356.70,356.88,349.75
10/24/2023,359.13,47082080,357.51,359.91,355.79
10/23/2023,355.67,60665190,353.26,359.26,351.1199
10/20/2023,354.60,72559720,359.46,360.04,354.37
10/19/2023,359.97,72274240,364.81,366.02,359.16
10/18/2023,363.37,54280490,365.67,367.91,362.02
10/17/2023,368.20,50999100,365.81,369.92,363.66
10/16/2023,369.41,44201060,366.62,370.48,366.47
10/13/2023,365.28,52519880,370.57,371.16,363.86
10/12/2023,369.93,49587940,371.73,373.74,367.50
10/11/2023,371.22,38215090,369.94,371.412,368.19
10/10/2023,368.59,46968810,366.90,371.28,366.39
10/09/2023,366.56,45304770,362.30,367.11,360.78
10/06/2023,364.70,75049120,355.65,365.91,354.85
10/05/2023,358.69,45897390,359.74,360.15,355.14
10/04/2023,359.75,54786690,355.77,360.61,355.30
10/03/2023,354.92,60478490,358.78,361.01,353.275
10/02/2023,361.26,51625050,358.54,362.68,357.92
09/29/2023,358.27,64829620,361.54,362.95,357.02
09/28/2023,358.01,56453310,354.11,360.17,353.24
09/27/2023,355.04,56065970,355.38,356.98,351.36
09/26/2023,354.21,53657750,356.99,357.54,353.2101
09/25/2023,359.61,39167990,356.93,359.70,355.93
09/22/2023,357.91,51589690,359.63,361.80,357.59
09/21/2023,357.86,69734850,360.80,361.60,357.69
09/20/2023,364.54,45514190,370.95,371.31,364.46
09/19/2023,369.87,37621730,369.32,370.6826,366.80
09/18/2023,370.66,36903550,369.32,371.79,369.03
09/15/2023,370.81,69811210,375.91,376.32,369.86
09/14/2023,377.27,48039390,375.99,378.27,373.89
09/13/2023,374.21,46300680,373.03,375.84,371.88
09/12/2023,372.79,41391020,375.27,376.9517,372.50
09/11/2023,376.97,39936630,375.66,377.49,373.66
09/08/2023,372.58,35847360,372.01,374.85,371.60
09/07/2023,372.06,52060720,370.21,372.85,369.15
09/06/2023,374.74,42998740,377.28,377.63,372.70
09/05/2023,378.07,32344220,376.77,379.3093,375.83
09/01/2023,377.59,39801180,380.40,380.83,376.0801
08/31/2023,377.99,35730700,376.94,379.719,376.87
08/30/2023,376.86,41731510,374.88,377.4467,373.86
08/29/2023,374.77,58492370,366.56,375.13,366.231
08/28/2023,366.76,40910020,366.99,367.71,364.25
08/25/2023,364.02,69960470,362.07,365.74,358.58
08/24/2023,361.22,66842490,372.64,372.74,361.01
08/23/2023,369.11,51770600,364.58,370.22,364.36
08/22/2023,363.38,44613510,366.55,366.56,362.68
08/21/2023,363.90,50696520,359.62,364.59,359.15
08/18/2023,358.13,61191390,355.26,359.41,354.71
08/17/2023,358.58,62604340,363.96,364.31,358.16
08/16/2023,362.54,53190530,365.87,367.43,362.44
08/15/2023,366.42,45539890,369.36,370.169,365.74
08/14/2023,370.35,42130800,365.43,370.47,364.70
08/11/2023,366.24,48707190,365.99,368.00,364.69
08/10/2023,368.59,72035270,370.97,374.36,367.035
08/09/2023,367.91,51150900,372.29,372.45,367.14
08/08/2023,372.00,44726450,372.64,372.66,368.82
08/07/2023,375.19,37230440,373.88,375.29,371.51
08/04/2023,372.04,61702760,375.75,378.10,371.53
08/03/2023,373.79,47855380,371.94,375.95,371.77
08/02/2023,374.39,72687110,379.26,379.26,373.13
08/01/2023,382.79,41308460,382.31,383.56,380.69
07/31/2023,383.68,44019910,383.79,384.88,382.34
07/28/2023,383.48,56902930,380.74,384.52,380.22
07/27/2023,376.62,63940230,383.07,384.71,375.31
07/26/2023,377.52,47075710,377.72,379.24,375.18
07/25/2023,378.78,38894380,376.95,380.47,376.93
07/24/2023,376.23,40380060,376.62,377.58,374.34
07/21/2023,375.63,60499640,379.18,379.92,375.191
07/20/2023,376.76,71941670,382.61,384.095,375.72
07/19/2023,385.65,54092960,386.82,387.98,384.30
07/18/2023,385.74,55343440,381.96,387.13,380.00
07/17/2023,382.61,40868920,379.80,383.50,379.31
07/14/2023,379.07,55148500,379.585,382.86,378.18
07/13/2023,379.15,46960010,376.05,379.99,375.46
07/12/2023,372.82,61703700,372.34,374.19,370.30
07/11/2023,368.17,38214150,366.79,368.632,364.62
07/10/2023,366.36,48498800,365.96,367.05,363.41
07/07/2023,366.24,47133750,367.23,370.48,366.01
07/06/2023,367.46,49374730,366.51,367.91,364.52
07/05/2023,370.28,34460880,368.695,372.01,368.66
07/03/2023,370.29,19379820,370.07,370.93,368.97
06/30/2023,369.42,58712500,367.55,370.49,367.23
06/29/2023,363.81,46150970,364.24,364.89,362.14
06/28/2023,364.54,46498030,361.98,366.52,361.9038
06/27/2023,363.83,49428090,359.25,364.57,358.51
06/26/2023,357.68,52685480,362.00,364.84,357.59
06/23/2023,362.54,48922910,362.21,364.88,360.8227
06/22/2023,366.17,47603040,360.63,366.33,360.22
06/21/2023,361.90,53378260,365.74,366.18,360.96
06/20/2023,366.90,49204720,365.95,368.32,363.8899
06/16/2023,367.93,80931970,372.72,372.85,367.48
06/15/2023,370.26,71138820,364.61,371.77,363.98
06/14/2023,365.90,69525640,363.27,366.19,360.42
06/13/2023,363.26,57097800,363.29,364.11,360.03
06/12/2023,360.49,44817650,356.19,360.59,355.20
06/09/2023,354.50,53196930,354.63,357.66,353.03
06/08/2023,353.15,47153920,349.12,353.62,348.89
06/07/2023,348.82,69225940,355.13,357.12,348.18
06/06/2023,354.84,41390400,354.28,355.82,352.93
06/05/2023,354.90,47266230,354.43,357.495,353.85
06/02/2023,354.65,53372110,353.80,355.83,352.01
06/01/2023,352.01,50488600,347.73,353.36,346.66
05/31/2023,347.99,65105380,348.37,350.60,346.51
05/30/2023,349.98,72652160,352.71,353.93,348.53
05/26/2023,348.40,63006950,340.76,349.245,340.66
05/25/2023,339.72,66862770,339.14,341.01,336.665
05/24/2023,331.65,62891170,331.37,332.905,329.56
05/23/2023,333.36,48216660,335.89,337.06,333.00
05/22/2023,337.64,43015950,336.25,338.67,336.24
05/19/2023,336.51,61554930,337.49,338.205,335.43
05/18/2023,337.27,64213470,331.52,337.49,331.50
05/17/2023,331.12,47486120,328.24,331.71,327.04
05/16/2023,327.16,40019150,326.06,328.9025,326.02
05/15/2023,326.79,33375560,325.51,327.03,323.96
05/12/2023,325.03,48432840,326.74,327.17,322.94
05/11/2023,326.20,44278550,325.70,326.75,324.12
05/10/2023,325.14,60446620,324.12,326.01,321.60
05/09/2023,321.64,31768800,322.00,322.88,321.32
05/08/2023,323.69,36465800,322.42,324.04,321.315
05/05/2023,322.89,51806100,318.47,323.76,316.2116
05/04/2023,316.17,50224520,317.06,318.23,315.115
05/03/2023,317.29,59882070,319.75,322.47,317.18
05/02/2023,319.38,56519410,322.12,322.45,317.61
05/01/2023,322.19,41013390,322.09,323.63,321.09
04/28/2023,322.56,59712640,320.11,322.65,318.96
04/27/2023,320.35,65430390,315.70,320.86,315.05
04/26/2023,311.87,55400500,313.44,314.935,311.34
04/25/2023,309.99,57121640,314.29,314.97,309.89
04/24/2023,315.95,44043060,316.38,317.7391,313.74
04/21/2023,316.61,59002290,315.91,317.40,314.10
04/20/2023,316.28,62462140,315.69,319.27,314.97
04/19/2023,318.71,38960130,316.41,319.79,316.28
04/18/2023,318.86,46746940,320.99,321.42,317.64
04/17/2023,318.84,43007020,318.15,319.1999,316.04
04/14/2023,318.57,56278280,317.59,320.36,315.61
04/13/2023,319.17,54613790,314.83,319.65,313.63
04/12/2023,313.04,62813310,317.82,318.42,312.565
04/11/2023,315.83,40113590,317.83,317.89,315.31
04/10/2023,317.87,45134740,315.07,317.92,313.25
04/06/2023,318.05,46916500,314.24,318.55,312.82
04/05/2023,315.92,62795710,318.10,319.06,314.07
04/04/2023,319.07,45875380,320.60,321.63,317.8251
04/03/2023,320.15,47126840,318.77,320.42,317.4201
03/31/2023,320.93,62138100,315.91,321.17,315.60
03/30/2023,315.68,58354810,315.24,316.32,312.8088
03/29/2023,312.72,53274270,310.88,313.35,310.05
03/28/2023,307.12,48585920,308.17,308.20,304.774
03/27/2023,308.76,50287410,311.60,312.70,307.89
03/24/2023,310.89,57245800,309.32,310.99,306.95
03/23/2023,309.75,74575980,309.92,314.15,307.01
03/22/2023,306.12,75791910,310.27,315.25,305.95
03/21/2023,310.34,49757050,307.94,310.80,306.395
03/20/2023,305.97,56359490,304.26,306.30,302.01
03/17/2023,305.36,89923730,306.72,309.15,303.37
03/16/2023,306.81,98556820,298.00,307.18,297.19
03/15/2023,298.93,83631540,294.71,299.27,293.24
03/14/2023,297.37,73602550,294.31,297.93,293.45
03/13/2023,290.69,97123600,286.73,294.47,285.19
03/10/2023,288.55,98593560,292.83,294.35,287.38
03/09/2023,292.66,71456690,298.33,300.98,291.8299
03/08/2023,297.82,50876270,296.77,298.43,294.88
03/07/2023,296.34,65955760,300.07,301.01,295.72
03/06/2023,300.02,56736290,300.94,304.00,299.82
03/03/2023,299.68,60511540,295.39,299.92,294.87
03/02/2023,293.61,53738560,288.66,294.43,288.37
03/01/2023,291.20,58286970,293.26,293.93,290.20
02/28/2023,293.56,48243140,293.30,296.124,292.96
02/27/2023,293.94,48995010,295.07,296.49,293.34
02/24/2023,291.85,74331960,291.76,292.97,290.05
02/23/2023,296.82,69294440,297.97,298.13,292.55
02/22/2023,294.25,51389240,294.62,296.3599,292.56
02/21/2023,294.03,46526710,297.26,298.73,293.89
02/17/2023,301.16,58230730,301.07,301.93,298.10
02/16/2023,303.30,59498630,304.38,308.43,303.15
02/15/2023,309.10,43427300,304.90,309.27,304.20
02/14/2023,306.75,64079060,302.89,307.72,300.91
02/13/2023,304.50,39636720,301.13,305.10,299.93
02/10/2023,299.70,50050100,299.48,301.57,297.25
02/09/2023,301.68,49137820,308.84,308.99,300.20
02/08/2023,304.37,56720860,308.54,309.50,303.67
02/07/2023,309.88,67583980,303.46,311.03,302.32
02/06/2023,303.59,40802350,303.51,305.91,302.22
02/03/2023,306.18,76170800,304.94,312.39,304.54
02/02/2023,311.72,83070630,307.57,313.68,306.73
02/01/2023,300.92,67562170,294.41,303.43,292.30
01/31/2023,294.62,46705110,290.31,294.72,290.20
01/30/2023,290.27,49405830,292.93,294.38,289.89
01/27/2023,296.26,56441940,292.00,298.26,291.88
01/26/2023,293.34,51596340,291.22,293.52,288.519
01/25/2023,287.73,50872020,283.77,288.36,281.18
01/24/2023,288.37,44875150,287.31,289.55,286.78
01/23/2023,288.96,52799910,283.54,290.21,282.73
01/20/2023,282.68,60613610,276.79,283.02,275.71
01/19/2023,275.15,44150440,276.22,277.375,273.89
01/18/2023,277.88,47754550,283.11,284.69,277.67
01/17/2023,281.54,36269740,280.77,282.85,279.581
01/13/2023,280.97,44802940,276.50,281.219,276.16
01/12/2023,279.05,60599950,278.12,280.10,273.74
01/11/2023,277.55,44077040,273.92,277.66,273.12
01/10/2023,272.83,35247760,269.49,272.94,268.97
01/09/2023,270.54,45568680,270.83,275.29,269.92
01/06/2023,268.80,54659740,263.35,269.94,260.34
01/05/2023,261.58,45396740,264.04,264.21,261.26
01/04/2023,265.74,47754860,266.64,267.45,262.53
01/03/2023,264.48,42335330,268.65,270.155,262.13
12/30/2022,266.28,37858280,263.62,266.41,262.29
12/29/2022,266.44,45893570,262.96,267.405,262.25
12/28/2022,260.10,47139040,263.17,265.47,259.73
12/27/2022,263.58,38009010,266.74,266.85,263.03
12/23/2022,267.36,39373580,265.47,268.04,263.53
12/22/2022,266.76,60278380,270.38,270.5149,262.455
12/21/2022,273.45,46394690,270.60,274.78,269.74
12/20/2022,269.54,51064200,268.56,271.32,266.95
12/19/2022,269.75,44167920,273.87,273.96,268.49
12/16/2022,274.25,68300350,276.20,277.77,272.61
12/15/2022,276.89,60554120,282.33,283.01,275.67
12/14/2022,286.51,64984430,288.05,291.41,283.19
12/13/2022,288.65,80667680,296.65,296.875,285.91
12/12/2022,285.58,35732520,282.22,285.64,281.16
12/09/2022,282.04,47860490,282.81,285.64,281.59
12/08/2022,283.85,42594910,281.91,284.84,279.79
12/07/2022,280.53,45614250,280.47,282.57,278.7801
12/06/2022,281.68,53937610,287.48,287.62,280.255
12/05/2022,287.64,41482120,290.38,291.68,286.15
12/02/2022,292.55,53583170,288.54,293.45,288.36
12/01/2022,293.72,51547330,293.69,295.75,290.88
11/30/2022,293.36,74718090,280.84,293.47,279.97
11/29/2022,280.57,35618880,282.94,283.35,279.17
11/28/2022,282.71,38877050,284.90,286.96,281.76
11/25/2022,286.92,15498800,287.19,287.91,286.42
11/23/2022,288.82,46389970,285.97,289.46,285.79
11/22/2022,285.95,41873440,282.64,286.11,280.46
11/21/2022,281.89,40083530,283.40,284.58,281.04
11/18/2022,284.82,53588630,287.89,287.99,282.3211
11/17/2022,284.81,55462080,280.88,286.3189,280.72
11/16/2022,285.44,48859800,287.39,289.4838,284.60
11/15/2022,289.39,73985370,292.21,293.26,285.97
11/14/2022,285.44,55080050,285.86,289.215,284.44
11/11/2022,287.96,66961750,282.56,288.64,281.19
11/10/2022,282.75,99256690,276.01,283.05,273.85
11/09/2022,263.32,64862130,267.76,268.56,263.03
11/08/2022,269.54,63213790,269.14,272.85,265.52
11/07/2022,267.59,47333830,265.75,268.14,263.57
11/04/2022,264.68,78313210,265.53,266.61,259.08
11/03/2022,260.49,70038900,263.01,264.50,260.10
11/02/2022,265.68,79803140,275.08,278.21,265.61
11/01/2022,275.11,45895900,281.495,282.07,274.74
10/31/2022,277.95,47741950,278.92,279.76,275.99
10/28/2022,281.22,62651310,272.23,281.698,272.06
10/27/2022,272.87,57760300,276.79,278.2795,272.34
10/26/2022,277.93,63898250,278.46,283.98,277.43
10/25/2022,284.21,59014490,279.41,284.60,277.90
10/24/2022,278.45,63963570,275.69,279.40,271.97
10/21/2022,275.42,77897690,267.98,275.969,266.8236
10/20/2022,269.11,60605500,269.58,274.84,267.92
10/19/2022,270.49,53115410,269.93,273.68,268.07
10/18/2022,271.48,69781000,276.53,277.21,268.74
10/17/2022,269.35,64576450,266.84,270.24,266.74
10/14/2022,260.74,77244300,271.20,271.81,260.14
10/13/2022,268.82,112894100,255.16,270.17,254.26
10/12/2022,262.66,50580180,263.40,265.36,261.95
10/11/2022,262.75,66522510,264.70,267.63,261.03
10/10/2022,266.41,60392990,269.30,269.70,263.64
10/07/2022,269.10,71354670,275.02,275.15,267.74
10/06/2022,279.76,53489410,280.96,284.18,279.43
10/05/2022,281.98,55766320,278.28,283.81,275.42
10/04/2022,282.13,66696930,278.99,282.85,278.99
10/03/2022,273.53,61267450,269.07,275.16,267.53
09/30/2022,267.26,78482380,271.03,275.19,267.10
09/29/2022,271.87,81215960,275.86,276.25,268.84
09/28/2022,279.94,79652140,274.46,281.25,272.945
09/27/2022,274.48,69780120,277.81,280.21,272.11
09/26/2022,274.37,71176690,275.03,279.49,273.56
09/23/2022,275.51,74815190,277.55,277.85,272.02
09/22/2022,280.07,62757070,282.00,283.03,278.815
09/21/2022,283.56,82930960,289.59,293.95,283.42
09/20/2022,288.73,51271120,288.49,291.07,286.38
09/19/2022,291.05,52613830,286.10,291.21,286.04
09/16/2022,289.32,79920390,287.72,289.72,285.62
09/15/2022,291.10,65299410,294.07,296.53,289.46
09/14/2022,296.03,54907200,294.865,296.93,293.06
09/13/2022,293.70,79562170,301.80,303.02,292.785
09/12/2022,310.74,45905740,308.50,311.08,308.18
09/09/2022,307.09,56125220,302.83,307.60,300.5209
09/08/2022,300.52,55649820,296.85,301.87,295.45
09/07/2022,298.97,49260380,293.54,299.99,293.27
09/06/2022,293.05,57005440,295.66,296.60,290.87
09/02/2022,295.17,64666840,302.34,303.75,293.52
09/01/2022,299.40,57990750,296.72,299.78,292.95
08/31/2022,299.27,50044040,303.99,304.91,299.16
08/30/2022,301.02,51184500,306.10,306.73,298.44
08/29/2022,304.41,48321850,304.62,307.22,303.28
08/26/2022,307.44,69047740,320.28,321.51,307.35
08/25/2022,320.58,38098260,316.83,320.60,315.7577
08/24/2022,315.01,38057060,313.61,316.87,312.99
08/23/2022,314.10,39497070,314.12,317.00,313.33
08/22/2022,314.36,51098890,318.50,318.74,313.53
08/19/2022,322.86,51770570,326.17,326.84,322.08
08/18/2022,329.28,41937170,328.44,330.49,326.79
08/17/2022,328.49,47842160,329.07,331.43,326.36
08/16/2022,332.28,41186860,332.055,334.4209,329.16
08/15/2022,333.06,38266610,329.42,333.5652,329.40
08/12/2022,330.39,40928380,326.175,330.585,325.1001
08/11/2022,324.08,45897650,328.305,330.36,323.36
08/10/2022,325.93,51459560,324.59,326.23,322.0601
08/09/2022,317.08,39764220,318.77,319.03,315.42
08/08/2022,320.71,44066300,322.69,326.47,319.21
08/05/2022,321.75,53893970,319.19,323.83,318.39
08/04/2022,324.40,38973660,322.97,324.72,320.77
08/03/2022,322.89,53735730,316.05,323.7291,315.99
08/02/2022,314.33,48676500,312.92,318.545,311.8401
08/01/2022,315.27,46358830,313.65,318.81,312.53
07/29/2022,315.46,57501040,311.385,316.39,309.931
07/28/2022,309.81,55139940,306.59,310.3965,302.745
07/27/2022,306.81,69304360,299.04,308.54,298.46
07/26/2022,294.37,50074120,298.53,298.79,293.54
07/25/2022,300.27,40582380,302.02,302.50,298.22
07/22/2022,301.99,57127720,306.43,308.55,300.115
07/21/2022,307.38,55049360,303.50,307.435,300.78
07/20/2022,303.03,67769430,298.73,304.24,297.9329
07/19/2022,298.30,55172640,293.11,298.60,291.47
07/18/2022,289.40,59519580,294.72,296.16,288.20
07/15/2022,291.87,63818150,289.73,291.98,288.08
07/14/2022,286.67,63741840,282.99,287.56,279.80
07/13/2022,285.65,73939420,280.60,288.05,280.02
07/12/2022,286.24,55797090,290.32,292.28,284.61
07/11/2022,289.04,55273920,292.88,293.11,288.14
07/08/2022,295.35,59895480,292.08,296.75,291.12
07/07/2022,294.98,56620110,289.63,295.70,289.63
07/06/2022,288.80,63194720,287.35,290.95,285.59
07/05/2022,286.96,61829270,278.31,287.08,276.7501
07/01/2022,282.13,56675110,278.95,282.53,277.03
06/30/2022,280.28,79313580,280.75,283.9441,275.78
06/29/2022,283.80,57302730,283.40,285.34,280.84
06/28/2022,283.54,61867060,293.00,295.65,283.35
06/27/2022,292.45,54151450,296.00,296.5799,291.29
06/24/2022,294.61,58422260,287.74,295.04,287.5001
06/23/2022,284.85,57457800,283.21,285.72,280.31
06/22/2022,280.67,67472920,278.52,285.18,277.91
06/21/2022,281.08,51633740,278.75,283.45,278.64
06/17/2022,274.69,82703400,272.18,277.19,270.5119
06/16/2022,271.39,81910300,275.59,276.06,269.28
06/15/2022,282.80,86051430,279.415,286.83,276.61
06/14/2022,275.91,64697520,277.66,278.66,273.3375
06/13/2022,275.41,94442010,279.75,282.34,274.53
06/10/2022,288.84,85963460,293.65,294.87,288.384
06/09/2022,299.40,55900480,305.91,309.05,299.23
06/08/2022,307.64,38342060,309.05,311.72,306.77
06/07/2022,309.87,44900290,303.81,310.67,302.6886
06/06/2022,307.22,51785010,310.75,312.35,305.62
06/03/2022,306.20,60914680,309.03,310.47,304.92
06/02/2022,314.38,59291330,304.85,314.56,303.4001
06/01/2022,306.00,65341650,310.47,312.65,303.73
05/31/2022,308.28,60968330,309.07,311.33,304.33
05/27/2022,309.10,66985600,302.54,309.25,302.42
05/26/2022,299.33,59462230,290.44,300.92,290.15
05/25/2022,291.26,67144550,285.71,293.39,285.50
05/24/2022,287.24,73491120,288.125,288.86,282.25
05/23/2022,293.48,63648400,289.75,293.87,287.29
05/20/2022,288.68,91764170,293.13,293.80,280.21
05/19/2022,289.58,79920710,289.29,294.39,287.58
05/18/2022,291.14,79477110,301.54,302.25,289.85
05/17/2022,306.17,62715290,304.45,306.56,300.55
05/16/2022,298.44,59190430,300.15,302.26,297.13
05/13/2022,301.94,83684930,295.72,302.999,294.0825
05/12/2022,291.15,120910900,287.45,295.75,284.94
05/11/2022,291.84,140326100,298.44,304.09,290.95
05/10/2022,300.76,124124600,304.51,305.76,296.57
05/09/2022,297.15,113387300,303.48,309.3487,295.72
05/06/2022,309.25,139572800,310.95,315.09,305.105
05/05/2022,313.00,154607400,325.17,325.25,309.62
05/04/2022,329.60,116083400,319.31,330.29,313.891
05/03/2022,318.82,78185530,318.50,321.17,315.98
05/02/2022,318.48,115511800,312.83,318.72,309.645
04/29/2022,313.25,91977860,323.70,327.225,312.60
04/28/2022,328.01,99449960,321.85,329.89,317.52
04/27/2022,316.76,111204200,317.24,322.88,315.00
04/26/2022,317.14,105819600,327.47,327.66,316.855
04/25/2022,329.58,101755900,323.73,329.90,322.43
04/22/2022,325.40,82562150,334.31,335.56,324.96
04/21/2022,334.15,75801010,345.19,347.87,333.20
04/20/2022,341.21,65500020,347.09,347.56,339.96
04/19/2022,346.26,56515680,338.03,346.85,336.98
04/18/2022,338.69,58560560,337.35,341.04,335.791
04/14/2022,338.43,73519370,346.44,346.97,338.21
04/13/2022,346.35,61367760,339.80,347.43,339.06
04/12/2022,339.45,72790220,345.76,347.69,338.035
04/11/2022,340.89,66107400,344.81,345.75,340.535
04/08/2022,349.15,61956090,352.32,353.09,348.50
04/07/2022,354.10,63777370,352.24,356.35,348.69
04/06/2022,353.26,90077070,355.65,356.78,350.56
04/05/2022,361.10,62738660,367.81,368.54,359.93
04/04/2022,369.30,45950170,362.71,369.31,362.44
04/01/2022,361.85,54527760,362.81,363.61,358.59
03/31/2022,362.54,67011410,367.24,367.60,361.68
03/30/2022,367.09,68757710,369.275,370.98,365.57
03/29/2022,371.19,68072960,368.90,371.83,366.06
03/28/2022,364.91,56833870,359.34,365.01,358.07
03/25/2022,359.35,57584160,359.59,360.67,354.9438
03/24/2022,359.65,53555250,353.80,359.70,351.5939
03/23/2022,351.83,70615460,354.01,357.66,351.77
03/22/2022,356.96,63345930,350.59,357.85,350.20
03/21/2022,350.08,73799070,350.20,352.48,345.575
03/18/2022,351.49,85446350,342.74,351.79,341.55
03/17/2022,344.44,67809950,338.37,344.50,337.0406
03/16/2022,340.32,105243000,332.17,340.44,328.401
03/15/2022,328.15,76470990,320.88,328.95,319.23
03/14/2022,318.17,79802610,323.13,326.59,317.45
03/11/2022,324.40,66228430,334.32,334.64,323.90
03/10/2022,331.27,69362710,330.82,332.51,326.71
03/09/2022,334.99,64723370,331.75,336.38,329.09
03/08/2022,323.35,116153900,324.05,333.21,319.94
03/07/2022,324.86,89933790,337.29,338.48,324.65
03/04/2022,337.30,77009760,339.84,341.31,334.92
03/03/2022,342.26,71089390,349.93,350.04,340.35
03/02/2022,347.22,70609020,343.08,348.59,340.24
03/01/2022,341.49,67407000,345.75,348.078,338.90
02/28/2022,346.80,77515540,342.51,348.54,341.32
02/25/2022,345.77,78842090,341.31,345.98,337.39
02/24/2022,340.49,130614100,318.84,341.04,318.26
02/23/2022,329.42,86215370,341.32,342.183,329.10
02/22/2022,338.08,85967100,338.49,344.04,334.35
02/18/2022,341.51,80001510,346.41,346.81,339.14
02/17/2022,345.45,61801350,352.74,353.46,345.02
02/16/2022,356.04,58947090,353.82,357.0896,350.71
02/15/2022,356.13,55390810,352.91,356.37,351.82
02/14/2022,347.49,80254440,346.49,350.98,343.89
02/11/2022,347.06,101569100,358.43,360.07,345.80
02/10/2022,358.43,112468500,359.52,366.4885,356.54
02/09/2022,366.73,55766420,363.76,366.81,362.12
02/08/2022,359.12,64720900,353.96,360.24,352.80
02/07/2022,355.13,58198090,358.62,361.05,353.84
02/04/2022,358.01,86318300,354.08,361.40,351.97
02/03/2022,353.55,95384770,358.53,361.93,352.46
02/02/2022,368.49,78777140,369.76,370.10,364.285
02/01/2022,365.52,74433020,364.43,366.19,359.14
01/31/2022,363.05,94326390,353.20,363.65,351.52
01/28/2022,351.80,108167900,343.03,352.02,337.95
01/27/2022,341.10,95255660,349.40,351.27,340.05
01/26/2022,344.57,146559500,352.91,356.88,340.78
01/25/2022,345.11,124398400,346.67,351.0295,341.68
01/24/2022,353.30,199448100,345.905,353.98,334.15
01/21/2022,351.69,143388900,359.47,362.18,351.40
01/20/2022,361.72,88610680,369.79,373.87,361.17
01/19/2022,366.48,81791480,372.15,374.69,366.21
01/18/2022,370.55,75812300,374.04,376.22,369.7704
01/14/2022,380.01,80121210,375.07,380.35,374.86
01/13/2022,377.66,77993960,388.77,389.47,376.70
01/12/2022,387.35,54576370,388.46,390.20,385.01
